team1_id,team1_score,team2_id,team2_score,num_ot,team1_seed,team2_seed,strongseed,weakseed,team1_region,team2_region,host_lat,host_long,team1_lat,team1_long,team2_lat,team2_long,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,Outcome
1326,69,1172,64,0,4,13,4,13,Z,Z,35.1107,-106.61,39.998389,-83.009001,35.500006,-80.845236,3,6,1,2,1,1,101,56,336,273,23,7,23,7,1,1,0,0,0,0,205,170,205,170,21,9,21,9,52.589,37.5536,67.5472,6.8306,49.9089,32.0624,70.1149,8.8997,27.3796,34.4478,58.5455,54.8431,0.0904,0.0744,46.7928,34.6278,69.0299,9.1155,41.2455,33.7736,74.6711,8.0967,39.3881,32.3565,61.6085,48.1132,0.0898,0.1109,66.3782,68.1862,111.3386,115.5508,96.5748,96.7318,68.8836,66.7211,98.0026,99.8067,97.679,95.7897,1
1332,81,1285,62,0,2,15,2,15,X,X,38.5556,-121.4689,44.044515,-123.07398,46.861074,-113.98294,1,2,0,0,0,0,91,57,181,137,23,8,23,8,0,0,0,0,0,0,57,55,57,55,16,14,16,14,52.352,42.2096,77.0784,7.0243,46.4879,34.3013,67.9767,6.6009,34.8814,26.0274,57.085,45.2563,0.099,0.0927,50.9,34.8754,67.6471,9.935,47.0752,38.087,68.0758,8.9,35.9795,34.8063,59.4326,60.4683,0.0755,0.0923,73.3053,72.3868,116.3415,116.6486,96.8665,95.8647,70.0308,70.0751,101.9545,100.4848,105.0276,104.8021,1
1390,84,1443,68,0,8,9,8,9,X,X,38.6272,-90.1978,37.431746,-122.182212,36.985718,-86.455898,9,9,3,3,1,1,337,156,491,233,19,9,19,9,1,1,0,0,0,0,76,44,76,44,28,3,28,3,50.6173,34.0461,69.9877,10.1961,45.098,35.0746,69.4486,6.5844,33.3516,29.5969,58.3942,51.114,0.0701,0.0986,50.8026,38.5965,69.1928,8.3048,46.3185,32.8657,66.3283,8.2153,39.2427,29.934,56.4838,45.8156,0.0995,0.091,71.4355,71.2398,112.5213,113.9578,99.801,96.3122,69.0281,69.0067,109.1221,107.4561,92.5488,94.335,1
1409,71,1266,69,0,12,5,5,12,W,W,38.6272,-90.1978,36.151887,-95.945175,43.038765,-87.928122,0,0,0,0,0,0,26,6,26,6,26,6,26,6,0,0,0,0,0,0,56,34,56,34,26,6,26,6,51.0526,40.2262,75.389,11.2177,46.3469,34.8276,68.0251,9.0226,31.7599,29.9742,60.5603,51.9277,0.1094,0.0945,50.3971,37.9386,69.1667,10.0983,44.7721,32.0814,65.3716,7.4368,24.7691,36.3481,52.8129,59.4901,0.1259,0.0925,71.3555,71.285,112.0819,111.68,96.5354,98.0707,67.3809,66.3464,108.5643,110.5513,90.0151,90.5247,1
1423,93,1425,89,1,13,4,4,13,Y,Y,38.5556,-121.4689,34.225223,-77.875527,34.021058,-118.283858,1,1,0,0,0,0,135,102,135,102,22,9,22,9,2,2,1,1,0,0,104,85,104,85,22,9,22,9,46.4905,37.3311,68.855,9.0513,45.3438,32.0883,67.2468,8.6705,32.8342,33.8895,57.7806,54.7887,0.128,0.0931,47.7411,34.6552,69.242,11.2281,47.2807,33.6842,68.3688,6.8105,28.1144,36.8421,55.4455,58.4535,0.1236,0.0694,64.2049,64.534,104.1599,104.5005,93.3916,93.829,71.6328,71.328,107.3489,110.6461,95.4624,91.1034,1
1448,83,1337,74,0,7,10,7,10,X,X,38.5556,-121.4689,36.135301,-80.279004,34.041912,-118.707677,0,5,0,0,0,0,20,12,185,90,20,12,20,12,0,0,0,0,0,0,22,8,22,8,22,8,22,8,52.8839,36.6412,73.8192,9.9499,49.32,34.4307,68.7764,6.5323,31.2798,34.2897,55.2448,53.2979,0.0879,0.1039,49.5746,36.4516,71.4729,12.603,43.7397,36.7893,72.1704,5.7231,32.4098,33.0022,48.4429,57.3901,0.0933,0.0752,73.2075,71.5241,110.6312,115.7479,103.9414,100.3366,74.1445,74.1163,107.0549,108.5752,99.0433,96.7807,1
1461,73,1211,66,0,11,6,6,11,Z,Z,35.1107,-106.61,41.311943,-105.57204,47.668144,-117.403062,0,0,0,0,0,0,78,40,78,40,21,8,21,8,2,2,2,2,0,0,81,19,81,19,29,3,29,3,50.6349,30.8962,69.6822,10.4355,43.1389,36.2205,70.8783,8.8095,25.1781,29.4493,51.8856,53.8787,0.096,0.1068,50.1169,39.0706,73.2446,8.7981,41.791,33.2335,68.5668,7.7163,31.1695,34.4152,57.8161,50,0.0804,0.0813,69.6172,70.4124,105.3654,106.037,97.0568,96.6601,70.978,70.1758,112.7484,115.1777,93.6616,96.3415,1
1143,82,1335,75,0,6,11,6,11,Y,Y,40.4417,-80,37.871519,-122.260401,39.951002,-75.193618,2,5,1,2,0,0,117,69,301,202,22,8,22,8,5,5,0,0,0,0,231,128,231,128,25,6,25,6,51.6746,31.4286,67.713,11.9891,46.1399,34.3701,66.6174,7.0973,32.1796,36.8693,58.3234,59.6708,0.1143,0.0729,53.0948,39.8801,73.2348,9.2308,44.8718,33.5559,71.8808,7.9304,39.2122,33.8609,68.8344,55.0964,0.0979,0.1035,68.9445,68.0084,104.0471,108.4214,94.9897,93.0913,65.6728,66.893,109.5414,106.9622,94.2234,95.1915,1
1153,90,1131,52,0,1,16,1,16,Z,Z,40.4417,-80,39.131159,-84.51428,42.349581,-71.09984,10,11,4,4,1,1,330,100,427,146,30,3,30,3,1,1,0,0,0,0,129,106,129,106,22,9,22,9,50.7363,36.2218,70.9178,10.2265,40.4942,29.5848,68.2848,6.2249,27.8609,28.4029,48.7073,44.8095,0.069,0.0657,45.4167,35.8025,68.8172,7.7994,42.8041,33.0893,68.2443,10.3333,32.0883,38.8068,53.3422,55.0218,0.0913,0.1041,68.4368,68.7152,112.2741,115.7842,86.3924,88.0357,65.0025,65.8612,102.6611,99.5634,95.6198,101.1011,1
1163,78,1214,67,0,2,15,2,15,W,W,38.8951,-77.0367,41.808215,-72.249537,37.022082,-76.337649,9,14,7,7,1,1,375,149,623,286,24,6,24,6,1,1,0,0,0,0,90,56,90,56,26,6,26,6,50.4627,39.3862,69.6315,15.6499,40.5836,32.3442,71.151,8.575,19.4334,30.8891,50.823,55.7831,0.1035,0.091,53.4684,35.5,66.8774,8.8716,49.6498,30.2362,67.5325,6.703,31.864,33.0729,50.3893,50.3614,0.1131,0.0952,71.8605,70.3456,106.1949,108.1906,93.6429,91.5948,70.1835,70.2842,112.2398,107.6656,98.9916,103.7417,1
1166,83,1196,82,2,12,5,5,12,X,X,41.8369,-87.6847,41.265325,-95.947029,29.638248,-82.361195,3,4,0,0,0,0,145,94,228,161,22,8,22,8,3,3,2,2,1,1,124,64,159,84,22,8,22,8,51.157,37.1567,73.037,10.6112,45.6706,38.8193,73.3229,5.9504,33.8436,32.1819,57.4794,54.4371,0.1174,0.1035,53.1829,35.2584,69.7234,12,44.4255,33.2779,68.4039,7.1716,34.6498,33.8401,58.1839,59.6953,0.1361,0.0993,68.1765,68.6093,109.6425,109.7891,98.2993,99.2335,71.8971,71.4041,110.4177,112.9069,91.125,90.4288,1
1208,85,1293,68,0,3,14,3,14,W,W,41.8369,-87.6847,33.943487,-83.373847,36.61241,-88.323493,1,15,0,4,0,1,47,44,450,226,21,9,21,9,1,1,0,0,0,0,86,39,86,39,19,12,19,12,50.7961,32.2807,74.3066,9.4293,50.0414,31.0145,66.6058,9.022,30.1747,36.3349,56.9087,56.2882,0.1259,0.1055,49.476,32.0066,71.8861,12.5,50.085,34.1818,70.5056,7.0359,31.0985,31.8656,49.2974,57.6577,0.1051,0.1074,70.6786,70.9604,108.4477,114.569,100.5115,96.9263,72.066,70.7761,106.5064,104.1288,103.1195,104.2136,1
1228,93,1361,64,0,4,13,4,13,X,X,41.8369,-87.6847,39.730827,-90.246256,32.77525,-117.071228,1,3,1,2,0,0,51,16,180,97,24,8,24,8,0,7,0,4,0,3,40,48,225,129,21,11,21,11,52.7419,36.7052,74.0139,11.1111,45.7053,34.0087,66.3158,8.1452,35.8178,35.2551,64.978,55.092,0.1049,0.0793,50.104,35.75,65.6676,9.6463,47.4277,33.3333,68.0745,7.8309,21.7037,30.9656,51.5012,56.1856,0.094,0.111,70.3965,70.701,109.6636,111.9148,96.4559,92.7977,70.8861,71.2003,103.1405,104.1575,98.7068,95.2062,1
1268,85,1373,70,0,1,16,1,16,W,W,38.8951,-77.0367,38.988607,-76.939704,42.718586,-73.75153,8,11,5,7,1,1,268,143,475,271,26,4,26,4,0,0,0,0,0,0,16,18,16,18,16,18,16,18,51.9185,37.4138,72.5616,13.6106,43.6673,31.6597,68.118,7.6739,25.8007,31.1198,65.928,53.1522,0.1118,0.0941,45.6127,34.626,74.4032,11.3308,42.6616,33.6399,69.6471,10.5144,35.3229,36.657,54.5135,57.8947,0.0778,0.102,75.2758,75.418,113.1674,116.2551,94.3706,91.5424,68.8425,67.7359,98.693,98.6102,96.3688,99.6885,1
1280,70,1270,58,0,3,14,3,14,X,X,32.7767,-96.797,33.425002,-88.879658,30.180762,-93.215648,0,0,0,0,0,0,78,49,78,49,26,7,26,7,0,1,0,0,0,0,21,8,114,62,21,8,21,8,53.1117,34.8457,65.285,9.0375,47.0242,30.0985,68.7813,6.7185,28.0407,34.3147,60.0212,46.6042,0.1191,0.1114,46.7756,36.7033,65.3846,13.3097,44.3656,33.4052,61.9938,7.8246,28.1211,29.164,52.18,48.855,0.1218,0.1118,70.0123,69.2387,104.5274,109.3856,94.7267,91.6294,68.6084,66.805,102.226,102.3383,92.412,95.3549,1
1301,69,1277,58,0,7,10,7,10,W,W,38.8951,-77.0367,35.785111,-78.674517,42.72476,-84.473639,0,1,0,0,0,0,108,84,171,110,22,10,22,10,4,4,4,4,3,3,167,64,167,64,19,11,19,11,51.4512,35.9638,75.5047,5.6648,49.5673,31.4126,73.6626,9.7625,40.4712,29.7402,63.2677,54.8185,0.1136,0.0984,48.8294,39.3013,77.0035,8.9337,46.0134,29.7533,72.1925,8.7793,27.6904,39.8266,57.3298,57.1637,0.0776,0.1109,69.9059,68.8094,108.3939,109.9085,96.7003,93.5746,64.8413,64.5618,107.5694,111.2209,98.5233,95.8615,1
1328,71,1227,63,0,2,15,2,15,Z,Z,32.7767,-96.797,35.208152,-97.445692,41.872651,-87.651145,7,8,1,1,0,0,183,73,286,176,27,4,27,4,1,1,0,0,0,0,86,91,86,91,20,13,20,13,48.2265,35.0148,76.676,9.6264,44.8994,29.9296,68.5611,8.1518,29.5484,28.9796,51.1375,55.4717,0.1293,0.0824,44.7068,40.1695,65.8409,3.5893,50.1669,33.7037,69.9104,11.1564,32.4532,31.0702,52.0356,55.9387,0.0805,0.0855,69.3604,68.4844,111.0435,110.4555,91.4413,88.5941,68.5598,68.9228,105.7122,106.9515,104.3741,103.9632,1
1338,71,1148,54,0,3,14,3,14,Y,Y,40.4417,-80,40.444502,-79.954692,41.690258,-72.770094,0,1,0,0,0,0,59,34,136,95,27,5,27,5,1,1,0,0,0,0,97,78,97,78,27,4,27,4,54.7988,32.2581,60.4527,11.9175,44.6142,28.8217,69.5222,9.4427,34.5491,32.4213,63.5776,54.902,0.0991,0.0792,48.8776,35.0126,73.6011,8.2665,46.6292,30.832,62.1505,7.3135,22.3285,32.9747,51.5971,52.4675,0.0989,0.1063,66.5007,65.6775,107.3403,110.257,90.1442,91.6547,67.3755,65.6751,105.115,98.4339,92.1765,96.3931,1
1356,76,1403,68,0,11,6,6,11,W,W,41.8369,-87.6847,37.71921,-89.217618,33.580309,-101.876917,0,0,0,0,0,0,77,46,77,46,26,7,26,7,0,24,0,14,0,5,23,8,784,300,23,8,23,8,49.9339,36.6057,61.9318,11.8257,42.047,35.9019,69.8824,6.7371,28.4161,28.3094,56.0451,47.7245,0.1036,0.0938,48.7275,37.6289,68.2292,8.8332,44.8253,35.4839,68.1452,7.0764,19.4097,26.8916,63.1579,55.2392,0.1041,0.0822,70.9269,73.0735,107.0924,105.457,94.3099,94.6616,72.5477,71.3679,109.0757,112.4064,97.7252,96.9711,1
1400,70,1130,57,0,6,11,6,11,X,X,32.7767,-96.797,30.28473,-97.737277,42.337688,-71.171488,3,9,0,1,0,0,88,42,290,176,20,11,20,11,1,3,0,0,0,0,79,72,217,198,20,11,20,11,48.2603,36.7647,68.6732,9.5342,47.3071,36.5559,65.3955,8.3119,25.9542,32.5147,54.373,52.13,0.0869,0.091,45.8723,33.7043,69.5876,8.1839,46.6095,32.973,65.8098,9.3458,32.8803,30.1959,53.5581,52.4968,0.1139,0.1047,70.7855,70.6207,109.8999,113.6185,102.7344,99.4373,70.6985,70.708,103.7066,107.0112,99.2527,97.6867,1
1417,80,1279,58,0,8,9,8,9,Z,Z,40.4417,-80,34.068892,-118.443901,34.362144,-89.539377,5,5,4,4,0,0,133,58,133,58,19,11,19,11,2,2,1,1,0,0,86,45,86,45,20,10,20,10,50.6716,38.986,69.1834,8.1152,49.3892,33.2947,71.5548,6.1194,29.9163,42.9283,52.9933,55.6858,0.0784,0.0805,50.6764,37.8689,73.5736,5.1818,48.3636,31.6129,67.8233,11.5505,38.8288,29.7125,57.6602,51.8409,0.1075,0.1085,69.505,68.5327,106.244,110.6811,102.9371,96.7451,66.967,66.4878,107.7291,112.3212,95.6265,94.8577,1
1458,80,1385,70,0,8,9,8,9,W,W,38.8951,-77.0367,43.073858,-89.405356,40.721979,-73.795301,0,0,0,0,0,0,18,12,48,39,18,12,18,12,2,8,1,2,0,0,87,43,340,184,20,11,20,11,47.6054,35.7639,71.8354,5.1925,51.1191,34.7826,68.7251,9.1954,35.5556,32.1385,55.6188,51.1258,0.0912,0.1002,43.9074,28.719,66.9544,9.7403,46.1039,33.1461,72.1024,9.1899,24.7824,30.2378,46.9388,57.3154,0.1393,0.0992,63.8016,64.6828,103.0291,107.4935,100.3758,95.4425,71.8188,70.725,97.0139,99.3518,94.3765,91.7203,1
1462,70,1218,58,0,7,10,7,10,Z,Z,32.7767,-96.797,39.149291,-84.477648,21.292648,-157.816607,0,1,0,0,0,0,25,5,49,13,25,5,25,5,2,2,0,0,0,0,243,203,258,230,27,5,27,5,49.1942,35.6239,72.1019,10.6557,43.7407,30.6839,66.8687,8.7362,31.9284,28.7307,51.4801,51.9256,0.0986,0.0898,48.9529,38.374,68.7055,9.1203,44.6328,33.2075,66.3921,8.2024,34.9233,29.9604,66.6248,48.011,0.1046,0.0772,66.8298,68.0282,108.3514,109.1179,93.2482,92.009,67.0323,66.8943,108.4417,110.4563,94.6345,96.6259,1
1112,68,1461,60,0,3,11,3,11,Z,Z,35.1107,-106.61,32.232071,-110.950769,41.311943,-105.57204,17,22,8,10,4,5,467,144,656,239,22,9,22,9,0,0,0,0,0,0,78,40,78,40,21,8,21,8,50,37.6093,73.0769,7.2512,47.8576,34.7826,70.1258,8.4934,33.6275,31.9731,56.4706,54.8255,0.0835,0.0839,50.6349,30.8962,69.6822,10.4355,43.1389,36.2205,70.8783,8.8095,25.1781,29.4493,51.8856,53.8787,0.096,0.1068,74.1462,72.8207,111.0077,117.3877,104.0411,96.9262,69.6172,70.4124,105.3654,106.037,97.0568,96.6601,1
1181,84,1323,77,0,1,8,1,8,Y,Y,35.6017,-77.3725,36.00159,-78.94226,41.616717,-86.289848,17,17,12,12,9,9,562,167,635,226,29,3,29,3,1,3,0,0,0,0,41,20,140,72,21,10,21,10,57.4329,36.2651,68.9845,7.2251,46.2916,30.2703,68.8693,7.4692,37.5736,26.1916,57.1821,49.5516,0.1297,0.0919,49.037,37.8641,71.194,10.9142,42.6648,33.6538,67.5325,8.6667,31.4024,30.6634,67.0759,56.5271,0.1099,0.1016,77.0734,75.1685,116.3726,118.5999,90.2544,87.7504,70.3693,70.1299,109,113.8693,95.8235,97.3342,1
1231,76,1423,67,0,5,13,5,13,Y,Y,38.5556,-121.4689,39.166383,-86.526904,34.225223,-77.875527,1,1,0,0,0,0,41,24,41,24,20,11,20,11,1,1,0,0,0,0,135,102,135,102,22,9,22,9,48.3696,40,69.4561,12.5086,42.8866,35.5839,66.4013,10.0155,33.0213,27.359,58.4949,48.2295,0.1045,0.1075,46.4905,37.3311,68.855,9.0513,45.3438,32.0883,67.2468,8.6705,32.8342,33.8895,57.7806,54.7887,0.128,0.0931,65.7442,66.5739,105.3974,109.6136,94.4987,89.9224,64.2049,64.534,104.1599,104.5005,93.3916,93.829,1
1242,86,1390,63,0,1,8,1,8,X,X,38.6272,-90.1978,38.957351,-95.24587,37.431746,-122.182212,12,12,7,7,2,2,384,92,384,92,29,3,29,3,9,9,3,3,1,1,337,156,491,233,19,9,19,9,52.5627,41.0959,71.9128,12.2449,41.8677,36.4754,68.1621,9.1058,21.791,31.1622,61.3288,52.5424,0.1159,0.1094,50.6173,34.0461,69.9877,10.1961,45.098,35.0746,69.4486,6.5844,33.3516,29.5969,58.3942,51.114,0.0701,0.0986,79.0371,79.1217,114.5438,115.0406,94.4261,90.5399,71.4355,71.2398,112.5213,113.9578,99.801,96.3122,1
1245,71,1104,58,0,10,2,2,10,Y,Y,35.6017,-77.3725,41.146856,-81.342253,33.2144,-87.545766,0,0,0,0,0,0,27,5,27,5,27,5,27,5,0,2,0,0,0,0,81,49,149,73,26,7,26,7,50.7947,36.5812,73.1034,5.4849,46.1844,32.4717,68.9051,5.5978,28.7894,32.9782,48.4721,50.6394,0.0974,0.0717,50.6579,30.8677,73.5782,8.0468,45.2085,31.7841,68.2422,7.1637,33.945,32.7925,50.5495,46.988,0.1053,0.0881,65.4145,66.1658,115.7547,113.6686,96.7084,96.201,69.8636,69.9001,108.4361,111.4954,95.2313,93.877,1
1246,87,1409,82,0,4,12,4,12,W,W,38.6272,-90.1978,38.028081,-84.510698,36.151887,-95.945175,4,8,3,6,1,1,130,42,254,104,20,9,20,9,0,0,0,0,0,0,26,6,26,6,26,6,26,6,50.9105,31.5089,67.6948,12.3344,45.1159,33.6538,67.9117,7.8385,34.8633,34.0611,51.1682,52.8477,0.1055,0.0987,51.0526,40.2262,75.389,11.2177,46.3469,34.8276,68.0251,9.0226,31.7599,29.9742,60.5603,51.9277,0.1094,0.0945,70.2659,69.3445,105.2773,109.8256,94.9881,91.1143,71.3555,71.285,112.0819,111.68,96.5354,98.0707,1
