Season,DayNum,T1_TeamID,T1_Score,T2_TeamID,T2_Score,T1_FGMmean,T1_FGAmean,T1_FGM3mean,T1_FGA3mean,T1_ORmean,T1_Astmean,T1_TOmean,T1_Stlmean,T1_PFmean,T1_opponent_FGMmean,T1_opponent_FGAmean,T1_opponent_FGM3mean,T1_opponent_FGA3mean,T1_opponent_ORmean,T1_opponent_Astmean,T1_opponent_TOmean,T1_opponent_Stlmean,T1_opponent_Blkmean,T1_PointDiffmean,T2_FGMmean,T2_FGAmean,T2_FGM3mean,T2_FGA3mean,T2_ORmean,T2_Astmean,T2_TOmean,T2_Stlmean,T2_PFmean,T2_opponent_FGMmean,T2_opponent_FGAmean,T2_opponent_FGM3mean,T2_opponent_FGA3mean,T2_opponent_ORmean,T2_opponent_Astmean,T2_opponent_TOmean,T2_opponent_Stlmean,T2_opponent_Blkmean,T2_PointDiffmean,T1_win_ratio_14d,T2_win_ratio_14d,T1_seed,T2_seed,Seed_diff,Outcome
2005,137,1181,57,1175,46,26.53333333,59.16666667,8.966666667,23.3,13.5,13.2,13.6,8.766666667,18.43333333,23.9,60.9,3.8,12.53333333,14.6,9.9,15.8,7.466666667,4.2,13.96666667,20.25,47.90625,6.5,18.96875,10.15625,10.65625,14.0625,8.15625,16.09375,22.65625,47.96875,5.625,14.84375,10.78125,11.8125,16.71875,6.15625,3,0.5625,0.8,1,1,16,-15,0
2005,137,1314,96,1324,68,30.4516129,61.35483871,7.387096774,18.4516129,13.77419355,19.32258065,16.67741935,10.38709677,18.12903226,24.38709677,60.4516129,7.612903226,22.29032258,11.77419355,13.25806452,19.03225806,9.129032258,5.193548387,18.51612903,25.06896552,56.10344828,6.275862069,18.75862069,11.86206897,14.72413793,12.03448276,6.965517241,17.65517241,25.86206897,54.93103448,7.931034483,21.55172414,11.27586207,16.96551724,13.68965517,5.75862069,2.689655172,-3.137931034,0.75,1,1,16,-15,0
2006,136,1181,70,1380,54,27.75757576,56.15151515,7.818181818,19.75757576,9.545454545,15.36363636,13.39393939,9.545454545,17.48484848,26.78787879,61.33333333,4,13.12121212,14.12121212,12.3030303,16.27272727,6.939393939,3.545454545,13.54545455,24.67741935,55.96774194,4.483870968,14.06451613,13.09677419,12.35483871,17.58064516,7.580645161,17.87096774,22.64516129,58.06451613,5.64516129,17.96774194,13.32258065,10.61290323,15.19354839,7.870967742,3.548387097,1.258064516,0.6,1,1,16,-15,0
2006,137,1163,72,1107,59,29.06666667,62.1,5.3,14.8,16.3,15.93333333,14.2,6.633333333,15.4,24.16666667,64.86666667,6.1,20.2,14.03333333,12.43333333,13.83333333,7.4,4.133333333,15.9,23.19354839,51.87096774,7.064516129,18.51612903,11,12.61290323,14.16129032,6.387096774,19.09677419,22.25806452,52.87096774,6.548387097,19.19354839,10.67741935,12.5483871,14,6.322580645,3.387096774,4.580645161,0.666666667,1,1,16,-15,0
2006,137,1272,94,1331,78,28.06060606,62.66666667,7.606060606,21.60606061,15.81818182,15.72727273,15.81818182,9.787878788,20.21212121,21.75757576,57.57575758,5.484848485,18.18181818,12.66666667,12.3030303,17.87878788,7.393939394,3,15.03030303,25.93548387,57.22580645,6.548387097,17,13.48387097,15.83870968,14.41935484,6.64516129,17.61290323,24.70967742,56.80645161,5.387096774,15.64516129,10.83870968,11.22580645,14.12903226,7.032258065,2.193548387,6.516129032,0.8,1,1,16,-15,0
2006,137,1437,58,1284,45,25.03448276,58.79310345,9.103448276,23.55172414,13.48275862,12.62068966,11.27586207,7.586206897,18.37931034,22.55172414,53.51724138,5.75862069,16.51724138,11.86206897,13.34482759,15.72413793,5.137931034,4.620689655,11.62068966,23.3125,52.59375,6.34375,18.78125,8.84375,14.65625,15.09375,7.65625,16.9375,22.6875,56.90625,6.875,21.1875,12.9375,13.625,15.5625,7.375,2.84375,0.84375,0.75,0.75,1,16,-15,0
2007,136,1314,86,1184,65,31.47058824,62.41176471,5.764705882,15.79411765,13.41176471,18.64705882,13.94117647,8.382352941,17.29411765,24.94117647,60.91176471,6.676470588,20,11.47058824,13,16.35294118,7.588235294,3.970588235,18.14705882,23.56666667,50.5,8.166666667,22.8,8.233333333,14.43333333,13.63333333,7.666666667,13.9,23.26666667,51.76666667,7.033333333,19.73333333,11.06666667,14.33333333,15.03333333,6.9,2.466666667,1.833333333,0.8,1,1,16,-15,0
2007,136,1326,78,1148,57,26.27272727,55.6969697,7.454545455,20.51515152,11.18181818,15.57575758,11.75757576,6.818181818,13.57575758,22.75757576,57.33333333,6.636363636,20.96969697,11.57575758,12.54545455,14.03030303,5.121212121,2.484848485,13.48484848,23.36363636,53.60606061,7.636363636,20.06060606,11.96969697,12.60606061,14.21212121,6.060606061,16.12121212,24.33333333,55.33333333,6.333333333,19.21212121,11.18181818,13,13.93939394,6.878787879,3.181818182,3.575757576,1,1,1,16,-15,0
2007,137,1196,112,1238,69,28.55882353,54.20588235,7.176470588,17.58823529,11.08823529,15.76470588,14,7.088235294,15.67647059,23.02941176,57.02941176,5.029411765,17.52941176,10.91176471,10.58823529,13.47058824,6.911764706,2.647058824,17.76470588,25.03030303,59.75757576,5.636363636,17.75757576,13.36363636,13.51515152,15.42424242,8.181818182,20.6969697,25.06060606,56.66666667,6.090909091,18,13.60606061,12.90909091,17.72727273,6.696969697,4.03030303,-1.272727273,0.8,0.833333333,1,16,-15,0
2007,137,1242,107,1310,67,29.05882353,59.29411765,5.970588235,15.64705882,13.05882353,16.76470588,14,8.911764706,18.64705882,21,56.17647059,6.558823529,20.47058824,11.70588235,11.05882353,16.79411765,6.558823529,3.147058824,17.41176471,25.57575758,60.51515152,8,22.81818182,14.66666667,13.57575758,13.36363636,6.272727273,17.36363636,27.36363636,58.78787879,6.393939394,18.09090909,10.84848485,14.3030303,13.96969697,5.848484848,3.151515152,2.333333333,1,1,1,16,-15,0
2008,136,1242,85,1340,61,29.45454545,58.36363636,6.787878788,17.03030303,12.3030303,18.48484848,12.90909091,9,17.42424242,21.39393939,55.84848485,7.242424242,21.27272727,10.78787879,11.45454545,15.84848485,6,2.666666667,19.51515152,25.63333333,54.66666667,9.033333333,22.5,11.16666667,15.73333333,14.66666667,6.8,17.93333333,24.2,54.16666667,6.3,18.03333333,10.13333333,13.26666667,15.3,6.8,1.966666667,5.766666667,1,1,1,16,-15,0
2008,136,1417,70,1290,29,26.54545455,55.81818182,5.303030303,15.6969697,12.60606061,14.39393939,12.3030303,7.454545455,14.36363636,22.72727273,52.51515152,5,14.63636364,8.212121212,11.51515152,14.87878788,4.727272727,2.606060606,14.39393939,20.9,52.33333333,4.6,13.06666667,11.5,11,14.36666667,5.7,17.46666667,23.7,52.96666667,5.2,16.63333333,11.33333333,11.93333333,15.1,6.233333333,3.533333333,-4.6,1,1,1,16,-15,0
2008,137,1272,87,1426,63,28.76470588,61.76470588,7.941176471,22.67647059,14.11764706,16.02941176,12.20588235,8.705882353,17.44117647,21.64705882,56.55882353,4.852941176,16.26470588,11.02941176,10.61764706,16.58823529,5.911764706,3.205882353,19.05882353,25.64285714,54.46428571,5.928571429,17.07142857,10.5,13.25,17.39285714,6.25,20.28571429,23.64285714,58.46428571,7.785714286,24.17857143,11.92857143,13.25,14.96428571,7.75,2.857142857,2.535714286,1,0.75,1,16,-15,0
2008,137,1314,113,1291,74,31.85294118,66.02941176,5.529411765,14.64705882,15.70588235,16.73529412,14.67647059,8.323529412,16.97058824,27.17647059,64.41176471,7.441176471,22.41176471,11.47058824,13.70588235,16.35294118,8.088235294,5.117647059,15.97058824,24.21875,54.25,6,16.34375,10.09375,12.84375,14.375,7.25,19.875,23,55.40625,5.46875,17.03125,11.8125,11,15.09375,6.125,2.84375,2.5625,1,1,1,16,-15,0
2009,136,1163,103,1151,47,27.38709677,58.25806452,4.741935484,13.67741935,14.22580645,15.38709677,12.67741935,5.806451613,12.90322581,24.4516129,64.83870968,6.193548387,19.77419355,13.09677419,12.19354839,12.03225806,6.580645161,3.741935484,13.35483871,24.75,56.28125,8.125,23.25,12.34375,13.21875,15.40625,5.96875,18.0625,27.0625,61.21875,10.28125,28.09375,12.03125,16.5,14.0625,7.59375,3.4375,-1.46875,0,1,1,16,-15,0
2009,136,1314,101,1347,58,31.35483871,65.96774194,6.806451613,18.25806452,15.19354839,18.19354839,13,8.290322581,15.87096774,27.03225806,65.09677419,7.451612903,21.29032258,12.77419355,14.32258065,15.70967742,7.419354839,4.612903226,16.51612903,26.51724138,57,4.75862069,13.68965517,12.37931034,13.86206897,16.51724138,6.137931034,18.48275862,25.48275862,63.20689655,8.24137931,24.65517241,11.68965517,13.96551724,12.37931034,8.413793103,2.517241379,2.24137931,0.75,1,1,16,-15,0
2009,137,1257,74,1287,54,26.78787879,59.42424242,8.060606061,22.36363636,12.57575758,16.57575758,13.66666667,9.272727273,17.15151515,22.18181818,56.39393939,5.212121212,17.12121212,11.87878788,11.66666667,16.39393939,6.727272727,3.303030303,12.33333333,23.71875,54.5,5.09375,15.5625,13.5625,12.40625,15.40625,6.40625,19.21875,23.25,54.9375,7.15625,19.59375,10.375,13.1875,12.375,6.78125,3.875,0.65625,1,1,1,16,-15,0
2009,137,1338,72,1190,62,29.25806452,60.58064516,6.193548387,17.35483871,14.77419355,17.90322581,12.09677419,7.129032258,16.4516129,23.06451613,55.74193548,6.225806452,18.58064516,10.38709677,12.83870968,13.22580645,5.387096774,3.161290323,13.5483871,27.625,59.59375,5.9375,17.375,11.40625,12.40625,14,8.375,18.3125,24.34375,59.4375,8.28125,25.1875,12.15625,12.65625,16.625,6.65625,2.625,7.9375,0.666666667,1,1,16,-15,0
2010,136,1242,90,1250,74,28.55882353,58.47058824,7.264705882,17.76470588,12.94117647,17.14705882,12.97058824,8.411764706,18.26470588,22.47058824,59.55882353,6.264705882,19,12.82352941,12.5,14.11764706,6.441176471,3.764705882,17.97058824,25.53125,55.96875,6.65625,16.625,10.1875,15.125,13,6.15625,17.90625,24.875,58.90625,7.09375,20.625,10.8125,14.40625,13.65625,6.53125,3.1875,5.09375,1,1,1,16,-15,0
2010,136,1246,100,1190,71,28,58.47058824,5.970588235,17.5,14.29411765,14.70588235,14.5,7.264705882,16.23529412,23.38235294,61.35294118,6.588235294,20.79411765,12.85294118,10.97058824,14.08823529,6.852941176,3.117647059,13.97058824,24.48484848,56.39393939,5.121212121,16.3030303,12.66666667,10.87878788,14.66666667,8.272727273,19.09090909,22.51515152,54.3030303,7.212121212,22.12121212,12.09090909,12.78787879,16.72727273,7.212121212,3.545454545,2.636363636,1,1,1,16,-15,0
2010,137,1181,73,1115,44,26.5,60.20588235,7.558823529,19.76470588,14.61764706,13.94117647,11.11764706,6.941176471,18.52941176,22.38235294,55.41176471,3.852941176,13.67647059,11.79411765,11.02941176,14.79411765,5.294117647,3.882352941,16.26470588,21.59375,52.53125,4.09375,13.46875,12.59375,12.53125,16.9375,6.84375,22.78125,20.5625,50.5625,5.0625,15.4375,9.1875,11.71875,14.125,7.90625,4.375,-0.28125,0.8,0.8,1,16,-15,0
2010,137,1393,79,1436,56,30.0625,58.28125,6.71875,17.4375,12.125,19.375,15.09375,10,14.625,24.59375,61.65625,7.71875,24.90625,14,15.84375,16.25,8.34375,2.3125,14.59375,23.61764706,53.47058824,4.735294118,14.76470588,12.26470588,12.05882353,14.05882353,6.794117647,18.35294118,22.58823529,56.94117647,5.470588235,17.35294118,12.41176471,10.67647059,13.61764706,6.911764706,3.647058824,6.264705882,0.333333333,1,1,16,-15,0
2011,136,1338,74,1421,51,26.09375,55.03125,5.875,15.0625,14.21875,17.375,11.65625,4.8125,18,21.6875,54.46875,5.75,17.625,10.5,11.65625,11.3125,4.9375,4.15625,13.09375,25.24137931,56.24137931,4.862068966,14.75862069,11.34482759,14,15.20689655,8.965517241,19.65517241,23.65517241,56.13793103,6.275862069,18.44827586,13,12.44827586,17.27586207,7.724137931,3.827586207,3,0.666666667,1,1,16,-15,0
2011,137,1181,87,1214,45,28.11764706,59.97058824,8,21.32352941,12.29411765,14.41176471,12.23529412,7.470588235,17.88235294,24,60.02941176,4.588235294,14.5,13.05882353,11.94117647,14.97058824,5.970588235,2.970588235,16.79411765,22.61290323,55.93548387,6.419354839,19.96774194,11.09677419,11.80645161,12.12903226,7.322580645,18.48387097,21.29032258,56.5483871,5.451612903,17.4516129,13.77419355,9.806451613,15.74193548,4.838709677,3.225806452,5.032258065,0.8,1,1,16,-15,0
2011,137,1242,72,1131,53,29.58823529,57.61764706,7.264705882,18.76470588,11.67647059,17.88235294,13.47058824,7.941176471,17.88235294,22.88235294,57.61764706,5.705882353,19.38235294,10.47058824,11.20588235,14.32352941,6.058823529,2.794117647,17.14705882,21.5,53.29411765,7.529411765,21.20588235,12,9.852941176,11.94117647,5.382352941,18.20588235,22.17647059,56.05882353,6.764705882,21.08823529,12.5,11.85294118,11.26470588,4.941176471,3.558823529,1.970588235,1,1,1,16,-15,0
2011,137,1326,75,1427,46,27.44117647,55.58823529,7.382352941,17.88235294,11.20588235,15.61764706,10.17647059,7.176470588,14.26470588,22.70588235,53.38235294,6.294117647,18.55882353,9.117647059,11.58823529,15.02941176,3.970588235,3.088235294,17.26470588,23.48275862,54.72413793,7.137931034,19.65517241,10.34482759,12.5862069,13.48275862,6.793103448,19.75862069,24.06896552,56.89655172,7.448275862,22.17241379,12.03448276,13,13.68965517,5.862068966,3.413793103,-0.24137931,1,1,1,16,-15,0
2012,136,1246,81,1443,66,27.32352941,56.58823529,5.735294118,15.44117647,12.5,13.23529412,11.35294118,6.323529412,14.55882353,21.52941176,58.55882353,5.647058824,17.58823529,11.97058824,10.47058824,11.88235294,5.5,3.323529412,17.67647059,21.96969697,55.36363636,5.666666667,18.39393939,12.51515152,11.06060606,15.03030303,5.515151515,19.81818182,23.84848485,55.3030303,4.727272727,14.18181818,11.39393939,11.6969697,14.57575758,6.393939394,3.96969697,-2.939393939,0.8,1,1,16,-15,0
2012,136,1393,72,1421,65,27.57575758,59.21212121,6.393939394,18.51515152,12.72727273,15.81818182,10.54545455,9.606060606,15.12121212,21.54545455,56,6.181818182,20.21212121,14.63636364,13.51515152,16.57575758,5.484848485,2.878787879,14.18181818,25.76666667,55,6.4,18.4,10.6,15.3,13.5,8.066666667,17.93333333,25.83333333,57.06666667,6.966666667,19.66666667,12.23333333,14.86666667,15.8,6.766666667,3.366666667,6.2,0.666666667,1,1,16,-15,0
2012,137,1277,89,1254,67,25.91176471,54.38235294,5.529411765,15.14705882,11.73529412,15.32352941,13,7.323529412,17.61764706,20.29411765,53.70588235,5.588235294,19.11764706,10.02941176,10.58823529,12.85294118,6.235294118,2.852941176,13.02941176,27.21212121,57.27272727,6.575757576,17.84848485,11.87878788,14.84848485,16.18181818,6.060606061,15.78787879,30.27272727,68.03030303,6.242424242,19.03030303,13.78787879,15.48484848,13.84848485,8.636363636,3.96969697,4.545454545,0.6,1,1,16,-15,0
2012,137,1314,77,1436,58,30,65.11764706,5.058823529,14.91176471,15.67647059,17.44117647,11.76470588,6.823529412,14.79411765,25.05882353,63.70588235,7.294117647,22.88235294,11.23529412,11.61764706,13.44117647,5.970588235,3.470588235,15.11764706,23.47058824,52.97058824,5.411764706,15.64705882,11.05882353,13.26470588,12.35294118,6.235294118,17.32352941,21.64705882,53.08823529,5.352941176,16.79411765,10.38235294,9.941176471,12.76470588,5.647058824,3.235294118,6.735294118,0.8,1,1,16,-15,0
2013,136,1211,64,1380,58,27.3125,54.78125,6.21875,17.0625,11.46875,14.84375,11.15625,7.875,15.90625,20.9375,54.8125,6.625,20.8125,11.09375,9.8125,13.59375,6.28125,3,17.3125,22.65517241,52.89655172,6.620689655,18.20689655,8.827586207,10.75862069,11,7.034482759,17.48275862,20.31034483,54.65517241,4.862068966,16.44827586,11.5862069,8.448275862,13.27586207,5,3.034482759,8.172413793,1,1,1,16,-15,0
2013,136,1257,79,1299,48,25.85294118,58.05882353,5.823529412,17.61764706,13.61764706,15,12.67647059,10.73529412,17.73529412,20.47058824,52.73529412,5.5,17.64705882,12.11764706,10.32352941,18.70588235,5.794117647,3.5,15.58823529,20.55882353,51.91176471,5.794117647,19.20588235,10.64705882,10.91176471,15.05882353,6.823529412,19.41176471,20.35294118,52.97058824,6.441176471,20.23529412,12.23529412,11.67647059,15.82352941,6.382352941,3.676470588,0.205882353,1,0.833333333,1,16,-15,0
2013,137,1231,83,1241,62,26.87878788,55.27272727,7.303030303,17.75757576,12.45454545,14.54545455,13,7.484848485,17.09090909,22.63636364,58.09090909,5.848484848,19.09090909,12,10.12121212,14.39393939,6.424242424,4,17.54545455,22.52941176,53.61764706,5.735294118,17.20588235,10,11.73529412,11.17647059,7.882352941,17.14705882,22,51.5,6.147058824,17.55882353,9.970588235,12.55882353,13.82352941,5.323529412,3.147058824,0.823529412,0.5,1,1,16,-15,0
2013,137,1242,64,1443,57,26.61764706,55.47058824,6.029411765,16.41176471,10.97058824,15.64705882,13.67647059,7.176470588,16.97058824,20.88235294,58.02941176,6.441176471,21,11.41176471,10.67647059,12.85294118,6.911764706,3.117647059,13.91176471,23.26470588,54.02941176,6.529411765,19.64705882,11.91176471,11.26470588,15.05882353,6.088235294,18.94117647,23.32352941,54.58823529,5.676470588,17.32352941,10.70588235,10.41176471,13.88235294,6.147058824,3.676470588,0.705882353,0.8,1,1,16,-15,0
2014,136,1196,67,1107,55,24.38235294,52.76470588,6.852941176,18.61764706,11.67647059,13.35294118,11.32352941,7.205882353,16.20588235,20.5,51.38235294,5.382352941,16.17647059,9.882352941,9.617647059,13.97058824,5.647058824,3.029411765,12.79411765,22.4375,51.09375,4.90625,13.46875,10.34375,11.0625,12.625,5.53125,17.25,22.75,54.34375,6.90625,19.59375,9.9375,12.34375,11.96875,5.84375,3.03125,2.1875,1,1,1,16,-15,0
2014,137,1112,68,1451,59,26.23529412,56,5.294117647,14.85294118,12.58823529,15.08823529,10.44117647,5.882352941,16.44117647,20.38235294,53.5,4.411764706,14.02941176,9.235294118,9.176470588,12.41176471,4.764705882,3.176470588,14.91176471,23.28571429,49.10714286,7.214285714,18.32142857,8.214285714,12.89285714,12.39285714,3.75,18.39285714,24.85714286,56.92857143,4.214285714,12.75,10.14285714,11.71428571,8.857142857,5.285714286,1.821428571,3.75,0.6,0.75,1,16,-15,0
2014,137,1438,70,1157,59,23.05882353,50.97058824,5.5,15.08823529,10.91176471,13.08823529,10.20588235,5.323529412,16.05882353,19.44117647,50.55882353,5.470588235,17.14705882,8.852941176,9.735294118,11.44117647,5.117647059,3.441176471,10.64705882,24.66666667,57.46666667,5.733333333,17.9,12.7,9.933333333,14.1,6.2,19.93333333,22.93333333,56.8,7.733333333,24.1,11.16666667,11.76666667,12.83333333,7.266666667,4.266666667,1.5,0.75,1,1,16,-15,0
2014,137,1455,64,1142,37,24.72727273,54.09090909,6.848484848,19.72727273,11.87878788,13.36363636,10.45454545,6.848484848,16.90909091,20.84848485,53.06060606,5.878787879,18.78787879,9.363636364,10.06060606,11.96969697,4.666666667,2.606060606,15.06060606,21.73333333,53.83333333,6.333333333,18.9,10.73333333,11.36666667,8.966666667,5.533333333,18.8,21.93333333,50.03333333,5.266666667,15.5,10.23333333,12.16666667,10.83333333,4.533333333,3.6,-2.733333333,1,0.75,1,16,-15,0
2015,136,1246,79,1214,56,25.97058824,55.41176471,5.441176471,15.55882353,12.91176471,14.70588235,10.61764706,6.558823529,17.02941176,19.14705882,54,4.588235294,16.76470588,11.70588235,7.676470588,14.05882353,4.676470588,2.323529412,20.94117647,22.81818182,55.96969697,5.666666667,18.63636364,12.24242424,10.60606061,14.21212121,6.666666667,21.54545455,22.54545455,54.57575758,5.696969697,16.54545455,11.12121212,10.15151515,13.96969697,5.393939394,3.757575758,-0.848484848,1,0.666666667,1,16,-15,0
2015,136,1437,93,1248,52,25.32352941,53.91176471,9,23.14705882,10.32352941,15.91176471,10.85294118,7.794117647,16.58823529,22.11764706,54.58823529,5.470588235,17.73529412,10.85294118,11.88235294,14.20588235,5.647058824,2.676470588,15.38235294,26.4516129,54.06451613,7.935483871,19.16129032,8.193548387,15.38709677,10.93548387,5.451612903,15.80645161,26.64516129,58,8.096774194,21.51612903,11.61290323,13.74193548,10.96774194,5.903225806,3.032258065,1.064516129,1,1,1,16,-15,0
2015,137,1181,85,1352,56,28.60606061,56.96969697,7.575757576,19.63636364,12.15151515,15.51515152,11.24242424,7.181818182,16,25.12121212,58.51515152,5.181818182,16.18181818,10.81818182,11.96969697,12.57575758,5.696969697,3.151515152,15.03030303,24.3030303,54.48484848,6.393939394,16.81818182,10.42424242,12.24242424,13.75757576,8.545454545,18.54545455,23.57575758,55.60606061,6.727272727,20.12121212,12.84848485,14.48484848,14.60606061,6.545454545,3.484848485,1.272727273,0.75,1,1,16,-15,0
2015,137,1458,86,1157,72,25.29411765,52.73529412,6.970588235,19.5,9.470588235,12.70588235,7.411764706,4.529411765,12.02941176,21.82352941,52.08823529,5,13.88235294,7.529411765,8.911764706,9.970588235,3.970588235,1.970588235,15.76470588,24.20689655,55.24137931,6.689655172,18.89655172,12.13793103,11.24137931,11.51724138,6.310344828,16.82758621,21.93103448,54.10344828,7.137931034,21.31034483,9.75862069,11.72413793,11.03448276,5.862068966,2.75862069,5.827586207,1,1,1,16,-15,0
2016,136,1242,105,1122,79,28.15151515,57.60606061,8.121212121,19.24242424,10.54545455,15.45454545,12.54545455,6.757575758,18.90909091,23.03030303,57.60606061,6.121212121,18.57575758,10.81818182,11.21212121,13.45454545,6.303030303,3.363636364,12.6969697,25.57575758,55.66666667,6.212121212,17.81818182,11.09090909,12.87878788,14.54545455,6.909090909,17.63636364,27.66666667,59.66666667,8.696969697,23.87878788,10.48484848,14.60606061,13.39393939,7.242424242,2.818181818,-2.363636364,1,1,1,16,-15,0
